,Media,Tweets Ago,Tweet,Compound,Positive,Negative,Neutral,Date
130,@CNN,31,"Establishing President Trump's sought-after Space Force could cost nearly $13 billion over its first five years, ac… https://t.co/jx6WqrIt4V",0.0,0.0,1.0,0.0,Mon Sep 17 20:39:06 +0000 2018
131,@CNN,32,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/rFAhZ5QbJV https://t.co/MpUonReFot,0.1779,0.124,0.876,0.0,Mon Sep 17 20:19:07 +0000 2018
132,@CNN,33,José Andrés and his nonprofit World Central Kitchen team served 3.6 million free meals in Puerto Rico after Hurrica… https://t.co/qgwBf7wV26,0.5106,0.148,0.852,0.0,Mon Sep 17 20:16:55 +0000 2018
133,@CNN,34,"Trump praised Brett Kavanaugh as ""one of the finest people I have ever known"" in his 1st public comments since the… https://t.co/rwcjYCYBVo",0.4939,0.138,0.862,0.0,Mon Sep 17 19:58:14 +0000 2018
134,@CNN,35,Corporate America is spending more on buybacks than anything else https://t.co/3OcWdxvDAF https://t.co/hUNp9YXEQN,0.0,0.0,1.0,0.0,Mon Sep 17 19:41:03 +0000 2018
135,@CNN,36,These senators could make or break Brett Kavanaugh's Supreme Court nomination https://t.co/c4LqVdNngO https://t.co/NtgTnRUyav,0.5574,0.231,0.769,0.0,Mon Sep 17 19:37:21 +0000 2018
136,@CNN,37,"Vernon Unsworth, a caver accused by Elon Musk of being a pedophile, has filed a defamation lawsuit against the Tesl… https://t.co/aL50R2tgH4",-0.4767,0.0,0.796,0.204,Mon Sep 17 19:21:31 +0000 2018
137,@CNN,38,"US Ambassador to the United Nations Nikki Haley accused Russia of ""cheating"" and acting like a ""virus"" by helping N… https://t.co/lbssWyG8de",0.6486,0.292,0.623,0.086,Mon Sep 17 19:10:34 +0000 2018
138,@CNN,39,"A female aid worker abducted in Nigeria's troubled northeast region has been killed, the International Committee of… https://t.co/IXKrPun1wA",-0.8957,0.0,0.565,0.435,Mon Sep 17 19:05:12 +0000 2018
139,@CNN,40,"If not for a would-be victim's quick thinking, a supervisory Border Patrol agent accused in a string of killings in… https://t.co/48TjOcsGuv",-0.7717,0.0,0.705,0.295,Mon Sep 17 19:03:19 +0000 2018
140,@CNN,41,The plan could boost the stock price from about 2 cents to as much as $10 — enough to possibly keep the stock tradi… https://t.co/p5KzLoEoJH,0.4019,0.109,0.891,0.0,Mon Sep 17 18:43:45 +0000 2018
141,@CNN,42,Executives at MoviePass' parent company are asking shareholders to vote on a plan that could increase the company's… https://t.co/dp4Di4vOYn,0.3182,0.119,0.881,0.0,Mon Sep 17 18:39:10 +0000 2018
142,@CNN,43,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/OZvVeq3jpX https://t.co/SHSacdL2up,0.0,0.0,1.0,0.0,Mon Sep 17 18:30:07 +0000 2018
143,@CNN,44,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/JpFeYhDv3u https://t.co/nLS4HgDSHD",-0.4019,0.0,0.847,0.153,Mon Sep 17 18:20:07 +0000 2018
144,@CNN,45,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/6ZiZW5q7qw,0.0,0.0,1.0,0.0,Mon Sep 17 18:10:04 +0000 2018
145,@CNN,46,"Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/sON8jMXxpz",0.0,0.0,1.0,0.0,Mon Sep 17 18:00:18 +0000 2018
146,@CNN,47,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/zszB2MuLDH,-0.3612,0.0,0.857,0.143,Mon Sep 17 17:50:07 +0000 2018
147,@CNN,48,They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/gJTbjSjkmK,-0.0258,0.098,0.8,0.102,Mon Sep 17 17:40:06 +0000 2018
148,@CNN,49,"Jaguar Land Rover has put 1,000 workers at one of its UK plants on a three-day work week because of plummeting dies… https://t.co/1xLTHeewzt",0.0,0.0,1.0,0.0,Mon Sep 17 17:30:09 +0000 2018
149,@CNN,50,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/kLbQTHxmlw https://t.co/x3CdR7ZjLp",-0.4019,0.0,0.847,0.153,Mon Sep 17 17:20:06 +0000 2018
150,@CNN,51,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/ch176tp29f https://t.co/rxeDVzEjLU,0.0,0.0,1.0,0.0,Mon Sep 17 17:10:06 +0000 2018
151,@CNN,52,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/Qo4aCdi1YN,-0.3612,0.0,0.857,0.143,Mon Sep 17 17:00:17 +0000 2018
152,@CNN,53,Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/jAVHD7SRjX,0.0,0.0,1.0,0.0,Mon Sep 17 16:50:10 +0000 2018
153,@CNN,54,A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/1zOv4DID57,-0.8126,0.0,0.684,0.316,Mon Sep 17 16:40:05 +0000 2018
154,@CNN,55,Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/rQ2XAIahvJ,-0.1779,0.085,0.796,0.119,Mon Sep 17 16:30:01 +0000 2018
155,@CNN,56,"The woman accusing Supreme Court nominee Brett Kavanaugh of physical and sexual assault ""should not be ignored or i… https://t.co/ILYRBRdACI",0.016,0.206,0.591,0.203,Mon Sep 17 16:20:07 +0000 2018
156,@CNN,57,"If you don't have enough cash to buy a new iPhone with X in its name, you can freshen up your existing device with… https://t.co/ubHhhdjO1w",0.0,0.0,1.0,0.0,Mon Sep 17 16:10:03 +0000 2018
157,@CNN,58,"""To me, I figured this is the right thing to do"": A teenager found a purse with $10,000 inside and returned it… https://t.co/JUcdQpiS5x",0.0,0.0,1.0,0.0,Mon Sep 17 16:00:14 +0000 2018
158,@CNN,59,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/1LMc58XgDt https://t.co/WYpjZQRSo4,0.1779,0.124,0.876,0.0,Mon Sep 17 15:50:13 +0000 2018
159,@CNN,60,"Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/CGQEAowTaG",0.0,0.0,1.0,0.0,Mon Sep 17 15:40:04 +0000 2018
160,@CNN,61,From roommates to co-CEOs – how @cbzakin and @DMWeisberg launched @theskimm on the couch of their NYC apartment and… https://t.co/y7RgxjAjZV,0.128,0.077,0.923,0.0,Mon Sep 17 15:30:00 +0000 2018
161,@CNN,62,Judge Brett Kavanaugh is at the White House meeting with the White House legal team to prepare for potential interv… https://t.co/2yXmdBoMjP,0.128,0.07,0.93,0.0,Mon Sep 17 15:20:10 +0000 2018
162,@CNN,63,"Supreme Court nominee Brett Kavanaugh is not opposed to sharing his point of view, answering more questions or prov… https://t.co/bDUtNboIsW",0.3111,0.15,0.752,0.097,Mon Sep 17 15:10:06 +0000 2018
163,@CNN,64,President Trump is planning to impose a fresh round of tariffs targeting about $200 billion in Chinese goods as ear… https://t.co/jxdOoymP5B,0.0258,0.102,0.8,0.098,Mon Sep 17 15:00:02 +0000 2018
164,@CNN,65,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/yGm6UrSMI4",0.0,0.0,1.0,0.0,Mon Sep 17 14:55:00 +0000 2018
165,@CNN,66,"In her first solo project as a member of the royal family, Meghan, Duchess of Sussex, is supporting a new charity c… https://t.co/hj6RGd5KKv",0.6908,0.231,0.769,0.0,Mon Sep 17 14:50:00 +0000 2018
166,@CNN,67,"In mid-August, just after sunset, the skies over Amsterdam were lit by a swarm of 300 glowing drones moving through… https://t.co/NW6gNEq4UH",0.0,0.0,1.0,0.0,Mon Sep 17 14:40:00 +0000 2018
167,@CNN,68,Supreme Court nominee Brett Kavanaugh has released a new statement on the allegation of physical and sexual assault… https://t.co/OMP7zQm7a8,0.5574,0.175,0.825,0.0,Mon Sep 17 14:33:06 +0000 2018
168,@CNN,69,20 things to eat before you die: https://t.co/Pj421cgKsJ https://t.co/lNO5JdERBK,-0.5994,0.0,0.672,0.328,Mon Sep 17 14:30:00 +0000 2018
169,@CNN,70,"Ever wondered what all those switches, dials and levers do in the cockpit of an airplane? We did too, so we asked a… https://t.co/bYg8OPJwUV",0.0,0.0,1.0,0.0,Mon Sep 17 14:20:00 +0000 2018
170,@CNN,71,CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/DVxStFNq9e,0.0,0.0,1.0,0.0,Mon Sep 17 14:10:00 +0000 2018
171,@CNN,72,"In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/qluY14WoRD",0.0,0.0,1.0,0.0,Mon Sep 17 14:00:06 +0000 2018
172,@CNN,73,"This drone video shows a flooded downtown Fayetteville, North Carolina, after Florence dropped more than 16 inches… https://t.co/QuX7N22kal",0.0,0.0,1.0,0.0,Mon Sep 17 13:50:29 +0000 2018
173,@CNN,74,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/S54ufkEkvZ,0.0,0.0,1.0,0.0,Mon Sep 17 13:40:42 +0000 2018
174,@CNN,75,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/uuT1HK2QQ8 https://t.co/gD14nU5IW6",-0.4019,0.0,0.847,0.153,Mon Sep 17 13:24:15 +0000 2018
175,@CNN,76,"RT @drsanjaygupta: Do you take a low-dose aspirin every day? A large new study finds, for many healthy older adults, the risks outweigh the…",0.1531,0.109,0.806,0.085,Mon Sep 17 13:17:14 +0000 2018
176,@CNN,77,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/mT4hJ3cB69 https://t.co/mwgTnq6Mq8,0.0,0.0,1.0,0.0,Mon Sep 17 13:02:17 +0000 2018
177,@CNN,78,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/RG1gdyUAD6,-0.3612,0.0,0.857,0.143,Mon Sep 17 13:01:40 +0000 2018
178,@CNN,79,Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/tbSn8NbmNB,0.0,0.0,1.0,0.0,Mon Sep 17 12:33:12 +0000 2018
179,@CNN,80,A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/l4gOpLdal1,-0.8126,0.0,0.684,0.316,Mon Sep 17 12:22:51 +0000 2018
180,@CNN,81,This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/xLZRWW6GUW,-0.3182,0.0,0.897,0.103,Mon Sep 17 12:08:10 +0000 2018
181,@CNN,82,JUST IN: The lawyer for a woman accusing Supreme Court nominee Brett Kavanaugh says her client is willing to testif… https://t.co/N70ZCkuCAk,0.4404,0.155,0.773,0.073,Mon Sep 17 11:47:44 +0000 2018
182,@CNN,83,They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/3WLfzNkzLP,-0.0258,0.098,0.8,0.102,Mon Sep 17 11:30:09 +0000 2018
183,@CNN,84,Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/8Aqu4P28WJ,-0.1779,0.085,0.796,0.119,Mon Sep 17 11:20:07 +0000 2018
184,@CNN,85,"RT @NewDay: WaPo reporter Emma Brown says Kavanaugh accuser first came forward to her ""in early July when Brett Kavanaugh was on the shortl…",0.0,0.0,1.0,0.0,Mon Sep 17 11:16:37 +0000 2018
185,@CNN,86,CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/H0Ot6X6ol1,0.0,0.0,1.0,0.0,Mon Sep 17 11:10:00 +0000 2018
186,@CNN,87,"5 things for Monday:

- Hurricane Florence
- Brett Kavanaugh
- Typhoon Mangkhut
- Fan Bingbing
- The Vatican… https://t.co/YHowPPVqoL",0.3182,0.15,0.85,0.0,Mon Sep 17 11:00:10 +0000 2018
187,@CNN,88,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/jkmYJzueED https://t.co/SKo4YjcWiM",-0.4019,0.0,0.847,0.153,Mon Sep 17 10:50:04 +0000 2018
188,@CNN,89,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/XxiizBAu8e,-0.3612,0.0,0.857,0.143,Mon Sep 17 10:40:03 +0000 2018
189,@CNN,90,Supreme Court nominee Brett Kavanaugh is facing accusations that echo Anita Hill's 1991 sexual harassment claims ab… https://t.co/wmM0ANwLI9,-0.296,0.148,0.615,0.238,Mon Sep 17 10:32:05 +0000 2018
190,@CNN,91,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/9JI5lo6vAH,0.0,0.0,1.0,0.0,Mon Sep 17 10:30:09 +0000 2018
191,@CNN,92,"In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/jeGkM6nhpn",0.0,0.0,1.0,0.0,Mon Sep 17 10:20:08 +0000 2018
192,@CNN,93,This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/gEtTEGSxvt,-0.3182,0.0,0.897,0.103,Mon Sep 17 10:18:06 +0000 2018
193,@CNN,94,Three options that could await House Democrats after the midterms https://t.co/QPc0pfOhDv https://t.co/Vydv9yUFfc,0.1027,0.113,0.887,0.0,Mon Sep 17 10:10:13 +0000 2018
194,@CNN,95,This isn't just another Greek island. The secluded destination of Patmos is where St. John had visions that inspire… https://t.co/PWtdGX5ODN,0.2263,0.091,0.909,0.0,Mon Sep 17 10:00:46 +0000 2018
195,@CNN,96,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/aHQvx6ABzy,0.0,0.0,1.0,0.0,Mon Sep 17 09:49:53 +0000 2018
196,@CNN,97,"Household disinfectants could be making kids overweight, a new study says https://t.co/KTE1YzELRy https://t.co/Jz14lQOBrs",-0.3612,0.0,0.815,0.185,Mon Sep 17 09:38:53 +0000 2018
197,@CNN,98,Meghan Markle is championing a new cookbook showcasing recipes from women whose community was affected by the Grenf… https://t.co/sHuNvH9KLA,0.296,0.137,0.784,0.078,Mon Sep 17 09:30:30 +0000 2018
198,@CNN,99,"Ever wondered what all those switches, dials and levers do in the cockpit of an airplane?

We did too, so we asked… https://t.co/2fbCFgo0Es",0.0,0.0,1.0,0.0,Mon Sep 17 09:23:11 +0000 2018
199,@CNN,100,"The strongest hurricanes are called Category 5. But with the strong storms we've seen in the past few days, and the… https://t.co/sGuqTk8pRP",0.7351,0.237,0.763,0.0,Mon Sep 17 09:18:10 +0000 2018
200,@bbcus,1,Obama urges tourism to aid Gulf economy post-spill http://www.bbc.co.uk/news/world-us-canada-10976896,0.0,0.0,1.0,0.0,Sun Aug 15 11:34:05 +0000 2010
201,@bbcus,2,Spectators killed at US California 200 off-road race http://www.bbc.co.uk/news/world-us-canada-10978569,-0.6705,0.0,0.64,0.36,Sun Aug 15 11:33:44 +0000 2010
202,@bbcus,3,Zsa Zsa Gabor back in hospital for another operation http://www.bbc.co.uk/news/entertainment-arts-10979053,0.0,0.0,1.0,0.0,Sun Aug 15 11:33:35 +0000 2010
203,@bbcus,4,Diana Dors sports car to be sold http://www.bbc.co.uk/news/world-us-canada-10975531,0.0,0.0,1.0,0.0,Sun Aug 15 11:33:17 +0000 2010
204,@bbcus,5,Obama defends right to build mosque near 9/11 site http://www.bbc.co.uk/news/world-us-canada-10973459,0.0,0.0,1.0,0.0,Sat Aug 14 12:30:28 +0000 2010
205,@bbcus,6,US retail sales rise boosted by car sales http://www.bbc.co.uk/news/business-10965992,0.3612,0.238,0.762,0.0,Sat Aug 14 12:29:57 +0000 2010
206,@bbcus,7,Obama signs $600m US-Mexico border bill  http://www.bbc.co.uk/news/world-us-canada-10969738,0.0,0.0,1.0,0.0,Sat Aug 14 12:29:19 +0000 2010
207,@bbcus,8,Obama signs $600m US-Mexico border bill http://www.bbc.co.uk/news/world/us_and_canada/,0.0,0.0,1.0,0.0,Sat Aug 14 12:28:58 +0000 2010
208,@bbcus,9,Stabbing suspect to return to Michigan to face charges http://www.bbc.co.uk/news/world-us-canada-10971662,-0.5106,0.0,0.65,0.35,Sat Aug 14 12:28:29 +0000 2010
209,@bbcus,10,BP will continue drilling a relief well in the Gulf http://www.bbc.co.uk/news/world-us-canada-10968040,0.6369,0.394,0.606,0.0,Sat Aug 14 12:28:10 +0000 2010
210,@bbcus,11,Barack Obama and Hamid Karzai pledge unity on Taliban http://www.bbc.co.uk/news/world-south-asia-10973654,0.0,0.0,1.0,0.0,Sat Aug 14 12:27:47 +0000 2010
211,@bbcus,12,Protesters denounce Google plan for 'two-tier internet' http://www.bbc.co.uk/news/technology-10961776,-0.5106,0.0,0.583,0.417,Sat Aug 14 12:27:30 +0000 2010
212,@bbcus,13,US firm awarded $110m for salvaging Titanic artefacts http://www.bbc.co.uk/news/world-us-canada-10973009,0.4019,0.252,0.748,0.0,Sat Aug 14 12:26:54 +0000 2010
213,@bbcus,14,"Eight shot, four dead outside Buffalo restaurant in US http://www.bbc.co.uk/news/world-us-canada-10974807",-0.6486,0.0,0.677,0.323,Sat Aug 14 12:26:26 +0000 2010
214,@fox,1,"RT @lehudgins: ""I don't believe in equal opportunity offense because there isn't equal opportunity."" -@harikondabolu

#xoxofest2018",0.2023,0.149,0.745,0.106,Mon Sep 10 15:57:26 +0000 2018
215,@fox,2,RT @GermanCityGirl: “There’s no goddamned thought police or so many white men would be arrested by now.” - @harikondabolu #XOXOFest #xoxo,-0.7964,0.0,0.677,0.323,Mon Sep 10 15:57:15 +0000 2018
216,@fox,3,RT @jina: I'm tired of people saying that CSS is a useless skill to have. I built up my whole career around it and I'm proud of the work I'…,-0.3818,0.092,0.74,0.169,Sun Sep 09 23:03:46 +0000 2018
217,@fox,4,RT @femfreq: Great advice from @ContraPoints 😂😉 #XOXOFest #xoxo https://t.co/JxCOcxLNQ7,0.6249,0.313,0.687,0.0,Sat Sep 08 23:41:17 +0000 2018
218,@fox,5,"After so many years, I’m finally here, ready to undeniably be blown away. 💙 @andymcmillan and @waxpancake for bring… https://t.co/j0vihTKMTN",0.3612,0.122,0.878,0.0,Fri Sep 07 02:23:15 +0000 2018
219,@fox,6,@jennschiffer hi Jenn look right,0.0,0.0,1.0,0.0,Fri Sep 07 01:57:50 +0000 2018
220,@fox,7,"@ohhoe @alicegoldfuss pok pok, bollywood theather, woodsman tavern, harlow, good coffee, coava coffee, stumptown, s… https://t.co/aHWKgPpSTR",0.4404,0.162,0.838,0.0,Wed Sep 05 21:35:33 +0000 2018
221,@fox,8,@paulozoom the only suitable plan seems to be ice cream?,0.0,0.0,1.0,0.0,Wed Sep 05 21:32:37 +0000 2018
222,@fox,9,@alicegoldfuss @ohhoe here to provide recommendations if anyone needs some! especially in SE ✌🏻,0.0,0.0,1.0,0.0,Wed Sep 05 21:29:31 +0000 2018
223,@fox,10,@paulozoom I see you creepin’ in the SE 👋🏻,0.0,0.0,1.0,0.0,Wed Sep 05 21:28:35 +0000 2018
224,@fox,11,@mrmrs_ I got u https://t.co/rWaFh4GOaW,0.0,0.0,1.0,0.0,Wed Sep 05 15:42:48 +0000 2018
225,@fox,12,@amelielamont 🙋🏻,0.0,0.0,1.0,0.0,Tue Sep 04 17:44:58 +0000 2018
226,@fox,13,"@justkelly_ok omg, see you there!",0.0,0.0,1.0,0.0,Mon Sep 03 23:11:00 +0000 2018
227,@fox,14,"I can’t even begin to grasp how many amazing people are going to be at @xoxo later this week. So excited!

Say hi, don’t be a stranger! 👋🏻💖",0.7951,0.228,0.772,0.0,Mon Sep 03 22:37:42 +0000 2018
228,@fox,15,"RT @css: A new Chrome feature dubbed ""Blink LazyLoad"" is designed to dramatically improve performance by deferring the load of below-the-fo…",0.296,0.128,0.796,0.075,Thu Aug 30 00:10:58 +0000 2018
229,@fox,16,"I’m so happy I work at a company that deeply cares about, tracks, stays humble and makes no excuses for pitfalls in… https://t.co/IgZJlMkP07",0.7258,0.265,0.655,0.08,Fri Aug 24 00:29:24 +0000 2018
230,@fox,17,"RT @fox: 👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’re interested.…",0.7717,0.261,0.739,0.0,Wed Aug 22 03:39:28 +0000 2018
231,@fox,18,"A friendly reminder that Guetzli, Google’s open source JPEG encoder, might be slower but can yield even up to 50% a… https://t.co/FN26irQYi8",0.2732,0.095,0.905,0.0,Tue Aug 21 23:51:22 +0000 2018
232,@fox,19,"Lazy loading content can be a very powerful performance strategy. Unfortunately, often it’s complicated to implemen… https://t.co/ZHbSmxFB25",-0.204,0.147,0.619,0.233,Mon Aug 20 23:03:43 +0000 2018
233,@fox,20,"👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’r… https://t.co/Kift5NHw9e",0.7717,0.283,0.717,0.0,Mon Aug 20 00:00:09 +0000 2018
234,@fox,21,"@j2h @benschwarz I get off twitter and this is what happens? what is this bromance, Josh??? should I feel threatened? 😂",-0.6072,0.0,0.811,0.189,Thu Aug 09 04:56:06 +0000 2018
235,@fox,22,"We all need a bit of good news in those disturbing times—here’s where @goodgoodgood delivers. 

https://t.co/T5qhMKd4aY",-0.1027,0.151,0.677,0.172,Wed Aug 08 02:12:41 +0000 2018
236,@fox,23,"I travel a bit and carefully choose where I stay, eat and go (uh, the designer struggle). I 😍 @sabrina’s… https://t.co/f43vmBg3DW",0.128,0.091,0.909,0.0,Wed Aug 08 02:10:53 +0000 2018
237,@fox,24,I’ve recently subscribed to @jkglei’s newsletter and never looked back. Love the focus on thoughtful technology and… https://t.co/m28bMmSEBV,-0.1945,0.118,0.728,0.153,Wed Aug 08 02:08:41 +0000 2018
238,@fox,25,"If customer success, culture, growth and product are your jam, I couldn’t recommend @helpscout’s newsletters more.… https://t.co/8ji9mKMLeX",0.8316,0.404,0.596,0.0,Wed Aug 08 02:07:07 +0000 2018
239,@fox,26,"I have been enjoying @intercom newsletters for product, marketing and startup tips. The quality has always been ama… https://t.co/fA9fw1KXIt",0.5267,0.167,0.833,0.0,Wed Aug 08 01:59:38 +0000 2018
240,@fox,27,"The Daily Good from @thegoodtrade covers conscious, sustainable fashion, wellbeing, beauty, food, lifestyle and tra… https://t.co/qmAOyGcm9i",0.7717,0.324,0.676,0.0,Wed Aug 08 01:57:04 +0000 2018
241,@fox,28,Friday is one of my favourite days because of @girlsnightinHQ. A perfect encapsulation of self-care and womanhood.… https://t.co/HhI1mGfXe8,0.5719,0.188,0.812,0.0,Wed Aug 08 01:54:45 +0000 2018
242,@fox,29,"I love @offscreenmag Dispatch. Great productivity tools, services and design objects all wrapped up in a lovely des… https://t.co/lR8tsWKGNw",0.9201,0.464,0.536,0.0,Wed Aug 08 01:50:21 +0000 2018
243,@fox,30,Here are my favourite newsletters (it’s now the primary way I discover content as I’ve mostly ditched reading social media). ↓,0.0,0.0,1.0,0.0,Wed Aug 08 01:48:16 +0000 2018
244,@fox,31,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,0.4019,0.153,0.847,0.0,Tue Aug 07 23:32:22 +0000 2018
245,@fox,32,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",0.0,0.0,1.0,0.0,Tue Aug 07 23:32:15 +0000 2018
246,@fox,33,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",0.4404,0.132,0.868,0.0,Tue Aug 07 23:28:56 +0000 2018
247,@fox,34,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",0.7574,0.245,0.755,0.0,Tue Aug 07 23:06:06 +0000 2018
248,@fox,35,"@LNRBLB thank you, Eleanor! 🎉",0.4199,0.482,0.518,0.0,Sat Aug 04 03:47:44 +0000 2018
249,@fox,36,@cckate thank you! 💖,0.4199,0.583,0.417,0.0,Sat Aug 04 03:27:03 +0000 2018
250,@fox,37,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",0.7574,0.276,0.724,0.0,Sat Aug 04 03:12:25 +0000 2018
251,@fox,38,"@Chisa omg, this is so great! thank you, Teresa! 😍",0.8626,0.551,0.449,0.0,Sat Aug 04 03:05:32 +0000 2018
252,@fox,39,RT @andreabedini: I am extremely grateful to @fox for showing me today how technology became anti-human while we weren’t paying attention.…,0.5095,0.148,0.852,0.0,Sat Aug 04 03:04:39 +0000 2018
253,@fox,40,"@andreabedini thank you, Andrea! I’m glad you’ve found it useful!",0.8395,0.562,0.438,0.0,Sat Aug 04 03:04:32 +0000 2018
254,@fox,41,"@evandotly thank you, Evan! 🌸",0.4199,0.482,0.518,0.0,Sat Aug 04 03:03:40 +0000 2018
255,@fox,42,RT @msandfor: #dddperth We must build ethical thinking into the way we build software https://t.co/F4QKYOVT1p,0.5106,0.191,0.809,0.0,Sat Aug 04 03:03:16 +0000 2018
256,@fox,43,RT @MichelePlayfair: Thread ☝️☝️ 8 principles of ethics in tech from @fox at #DDDPerth 👏,0.0,0.0,1.0,0.0,Sat Aug 04 03:03:07 +0000 2018
257,@fox,44,@samwilson yes :),0.6908,0.851,0.149,0.0,Sat Aug 04 03:02:36 +0000 2018
258,@fox,45,"RT @Amys_Kapers: Until anyone can survive and thrive on the web, no matter their background, gender, ethnicity, etc, the web isn't a welcom…",-0.2732,0.047,0.858,0.094,Sat Aug 04 03:01:15 +0000 2018
259,@fox,46,RT @MichelePlayfair: . @fox dropping the keynote truth bombs at #dddperth https://t.co/RKAgOSozMB,0.3182,0.187,0.813,0.0,Sat Aug 04 03:00:55 +0000 2018
260,@fox,47,"RT @Mandy_Kerr: “Disruption isn’t a getaway free card to bypass laws, freedoms, moral compass, civil rights and human protections” - @fox #…",0.6705,0.234,0.766,0.0,Sat Aug 04 03:00:48 +0000 2018
261,@fox,48,RT @Chisa: TOO much good stuff from @Fox @dddperth #dddperth https://t.co/XVI1DHGQdd,0.4404,0.225,0.775,0.0,Sat Aug 04 02:43:00 +0000 2018
262,@fox,49,RT @kylietimpani: I cannot applaud or amplify @fox’s message enough: the web is at a crisis point. Tech is unethical. Exclusionary. A platf…,-0.8714,0.0,0.632,0.368,Sat Aug 04 02:42:39 +0000 2018
263,@fox,50,RT @Caiwrote: @fox laying down some truths #DDDPerth https://t.co/o2eJNcU5UQ,0.4215,0.259,0.741,0.0,Sat Aug 04 02:42:17 +0000 2018
264,@fox,51,"RT @Mandy_Kerr: “Technology should be a mindful, quiet companion to our lives” - @fox #DDDPerth https://t.co/vB6wBAdqvr",0.0,0.0,1.0,0.0,Sat Aug 04 02:41:59 +0000 2018
265,@fox,52,"RT @LJKenward: Opening #DDDPerth is the incredible @fox with Towards a welcoming Web.

The Pitfalls of Technology:

Move fast and break thi…",0.4404,0.127,0.873,0.0,Sat Aug 04 02:41:51 +0000 2018
266,@fox,53,I forgot that Twitter is the epicentre of harassment and anxiety-inducing content. Back to sharing via Buffer and n… https://t.co/jiBOURbIKk,-0.1779,0.12,0.73,0.15,Fri Aug 03 08:49:38 +0000 2018
267,@fox,54,"RT @evan_greer: Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeo…",-0.886,0.0,0.637,0.363,Fri Aug 03 08:20:43 +0000 2018
268,@fox,55,"It’s a privilege to be opening #dddperth tomorrow morning! Come and find out how to build an ethical, welcoming Web… https://t.co/eC1xTFZ3YR",0.8398,0.346,0.654,0.0,Fri Aug 03 07:24:56 +0000 2018
269,@fox,56,RT @verge: A note from the editors of The Verge https://t.co/B3wF4dNukg https://t.co/fhgvH9WlkC,0.0,0.0,1.0,0.0,Fri Aug 03 07:21:15 +0000 2018
